OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Hate Crime Status,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
908,1219,2023,8/7/2023 12:00:00 AM,8/6/2023 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,Dispute- Neighbour,Carleton Heights - Rideauview,Sector 17,West,5050020.01,Ward 16 - River,Riley Brockington,Non Criminal
909,1220,2023,6/29/2023 12:00:00 AM,6/29/2023 12:00:00 AM,Thursday,Gender,Woman,Hatecrime Happened,Suspicious Person( S),Carleton University,Sector 22,Central,5050020.01,Ward 17 - Capital,Shawn Menard,Non Criminal
910,1221,2024,1/25/2024 12:00:00 AM,1/25/2024 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Suspected,Mischief To Property,Billings Bridge - Alta Vista,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
911,1222,2021,5/26/2021 12:00:00 AM,5/26/2021 12:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
912,1223,2021,9/5/2021 12:00:00 AM,9/5/2021 12:00:00 AM,Sunday,Race/Ethnicity,Unknown race/ethnicity,Hatecrime Suspected,Assault Level 1,Centretown,Sector 23,Central,5050040.00,Ward 14 - Somerset,Ariel Troster,Criminal
913,1224,2022,8/11/2022 12:00:00 AM,8/5/2022 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Vanier South,Sector 25,Central,5050100.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
914,1225,2022,8/5/2022 12:00:00 AM,8/5/2022 12:00:00 AM,Friday,Other Similar Factor,non,Hatecrime Suspected,Mischief War Memorial,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
915,1226,2024,1/12/2024 12:00:00 AM,1/12/2024 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
916,1227,2024,1/11/2024 12:00:00 AM,1/11/2024 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
917,1228,2022,10/10/2022 12:00:00 AM,10/9/2022 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Suspected,Mischief To Property,Overbrook - McArthur,Sector 25,Central,5050101.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
918,1229,2018,8/1/2018 12:00:00 AM,8/1/2018 12:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Riverside South - Leitrim,Sector 35,East,5050126.06,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
919,1230,2022,8/2/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Sunday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
920,1231,2022,12/6/2022 12:00:00 AM,12/6/2022 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Public Incitement Of Hatred,Riverside South - Leitrim,Sector 35,East,5050126.06,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
921,1232,2022,10/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,Friday,Race/Ethnicity,Other race/ethnicity,Hatecrime Suspected,Mischief Wilfully Cause,Hunt Club East - Western Community,Sector 35,East,5050002.02,Ward 16 - River,Riley Brockington,Criminal
922,1233,2023,10/31/2023 12:00:00 AM,10/29/2023 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Harass Harrassment,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Non Criminal
923,1234,2020,3/3/2020 12:00:00 AM,3/3/2020 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Happened,Harass Race/ Religion,Vanier South,Sector 25,Central,5050100.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
924,1235,2018,7/29/2018 12:00:00 AM,7/29/2018 12:00:00 AM,Sunday,Race/Ethnicity,Other race/ethnicity,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Overbrook - McArthur,Sector 25,Central,5050013.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
925,1236,2023,6/27/2023 12:00:00 AM,6/19/2023 12:00:00 AM,Monday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Hatecrime Happened,Mischief To Property,Rockcliffe - Manor Park,Sector 25,Central,5050059.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
926,1237,2023,11/29/2023 12:00:00 AM,11/29/2023 12:00:00 AM,Wednesday,Language,English,Hatecrime Happened,Wilful Promotion Of Hatred,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
927,1238,2020,6/15/2020 12:00:00 AM,6/12/2020 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
928,1239,2022,12/17/2022 12:00:00 AM,12/17/2022 12:00:00 AM,Saturday,Race/Ethnicity,Other race/ethnicity,Hatecrime Suspected,Fraud Obtain Food/ Bev/ Lodg,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
929,1240,2021,7/23/2021 12:00:00 AM,7/23/2021 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Threats Utter To Person,Vanier South,Sector 25,Central,5050102.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
930,1241,2021,10/30/2021 12:00:00 AM,10/30/2021 12:00:00 AM,Saturday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Assault Level 1,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
931,1242,2019,11/29/2019 12:00:00 AM,11/29/2019 12:00:00 AM,Friday,Religion,Muslim (Islam),Hatecrime Suspected,Harass Crim Stalking,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
932,1243,2022,10/21/2022 12:00:00 AM,10/21/2022 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Suspected,Harass Race/ Religion,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Non Criminal
933,1244,2021,12/10/2021 12:00:00 AM,12/10/2021 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Dispute- Neighbour,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
934,1245,2019,8/25/2019 12:00:00 AM,8/25/2019 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,"Disturbance Causing, Loiter Etc",Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
935,1246,2022,9/8/2022 12:00:00 AM,9/3/2022 12:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Mischief To Property,Vanier North,Sector 25,Central,5050102.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
936,1247,2022,9/10/2022 12:00:00 AM,9/10/2022 12:00:00 AM,Saturday,Sexual Orientation,Unknown sexual orientation,Hatecrime Suspected,Mischief To Property,Vanier North,Sector 25,Central,5050102.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
937,1248,2021,4/6/2021 12:00:00 AM,4/6/2021 12:00:00 AM,Tuesday,Sexual Orientation,Unknown sexual orientation,Hatecrime Happened,Assault Level 1,Vanier South,Sector 25,Central,5050101.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
938,1249,2022,12/12/2022 12:00:00 AM,12/12/2022 12:00:00 AM,Monday,Race/Ethnicity,Other race/ethnicity,Hatecrime Suspected,Assault Level 1,Glebe - Dows Lake,Sector 22,Central,5050019.00,Ward 17 - Capital,Shawn Menard,Criminal
939,1250,2021,2/23/2021 12:00:00 AM,2/23/2021 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Glebe - Dows Lake,Sector 22,Central,5050019.00,Ward 17 - Capital,Shawn Menard,Criminal
940,1251,2023,7/11/2023 12:00:00 AM,7/11/2023 12:00:00 AM,Tuesday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
941,1252,2018,9/13/2018 12:00:00 AM,9/13/2018 12:00:00 AM,Thursday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Assault Level 1,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
942,1253,2019,6/27/2019 12:00:00 AM,6/27/2019 12:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Mischief To Property,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
943,1254,2018,3/14/2018 12:00:00 AM,3/14/2018 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Assault Level 1,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
944,1255,2021,6/19/2021 12:00:00 AM,6/19/2021 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Harass Communications,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
945,1256,2020,2/19/2020 12:00:00 AM,2/19/2020 12:00:00 AM,Wednesday,Sexual Orientation,Other sexual orientation,Hatecrime Suspected,Threats Utter To Person,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
946,1257,2018,2/8/2018 12:00:00 AM,2/7/2018 12:00:00 AM,Wednesday,Race/Ethnicity,Other race/ethnicity,Hatecrime Happened,Threats Utter To Person,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
947,1258,2019,11/11/2019 12:00:00 AM,10/26/2019 12:00:00 AM,Saturday,Religion,Muslim (Islam),Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
948,1259,2019,9/21/2019 12:00:00 AM,9/20/2019 12:00:00 AM,Friday,Religion,Muslim (Islam),Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
949,1260,2023,7/10/2023 12:00:00 AM,7/1/2023 12:00:00 AM,Saturday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Hatecrime Happened,Public Incitement Of Hatred,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
950,1261,2023,4/3/2023 12:00:00 AM,4/2/2023 12:00:00 AM,Sunday,Race/Ethnicity,"India,Pakistan/South Asian",Hatecrime Happened,Threats Utter To Person,Billings Bridge - Alta Vista,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
951,1262,2018,5/17/2018 12:00:00 AM,5/17/2018 12:00:00 AM,Thursday,Religion,Other Religion,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
952,1263,2018,3/16/2018 12:00:00 AM,3/15/2018 12:00:00 AM,Thursday,Religion,Other Religion,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
953,1264,2020,2/25/2020 12:00:00 AM,2/25/2020 12:00:00 AM,Tuesday,Religion,Other Religion,Hatecrime Happened,Disobey Court Order,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
954,1265,2019,4/16/2019 12:00:00 AM,4/16/2019 12:00:00 AM,Tuesday,Religion,Other Religion,Hatecrime Happened,Mischief Cultural Property,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
955,1266,2022,5/25/2022 12:00:00 AM,5/24/2022 12:00:00 AM,Tuesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Mischief To Property,Hunt Club East - Western Community,Sector 35,East,5050002.02,Ward 16 - River,Riley Brockington,Criminal
956,1267,2021,5/27/2021 12:00:00 AM,5/27/2021 12:00:00 AM,Thursday,Religion,Muslim (Islam),Hatecrime Suspected,Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
957,1268,2019,6/18/2019 12:00:00 AM,6/18/2019 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
958,1269,2021,8/15/2021 12:00:00 AM,8/15/2021 12:00:00 AM,Sunday,Race/Ethnicity,White,Hatecrime Happened,Assault Aggravated Lvl 3,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
959,1270,2020,5/29/2020 12:00:00 AM,5/29/2020 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
960,1271,2022,7/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Suspicious Person( S),Glebe - Dows Lake,Sector 22,Central,5050019.00,Ward 17 - Capital,Shawn Menard,Non Criminal
961,1272,2022,10/7/2022 12:00:00 AM,10/7/2022 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Suspected,Breach Probation,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
962,1273,2023,6/28/2023 12:00:00 AM,10/18/2021 12:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Harass Race/ Religion,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Non Criminal
963,1274,2023,12/26/2023 12:00:00 AM,12/26/2023 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Information ( General),Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Non Criminal
964,1275,2023,7/18/2023 12:00:00 AM,7/18/2023 12:00:00 AM,Tuesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Threats Utter To Person,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
965,1276,2021,8/21/2021 12:00:00 AM,8/20/2021 12:00:00 AM,Friday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
966,1277,2021,8/21/2021 12:00:00 AM,8/21/2021 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Suspected,Dispute- Neighbour,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non Criminal
967,1278,2023,6/14/2023 12:00:00 AM,6/9/2023 12:00:00 AM,Friday,Unknown,Unknown,Hatecrime Suspected,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
968,1279,2021,11/7/2021 12:00:00 AM,11/5/2021 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
969,1280,2022,4/25/2022 12:00:00 AM,4/25/2022 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Harass Crim Stalking,Vanier South,Sector 25,Central,5050100.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
970,1281,2022,3/7/2022 12:00:00 AM,3/3/2022 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,CFB Rockcliffe-NRC,Sector 32,East,5050062.02,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
971,1282,2023,12/15/2023 12:00:00 AM,12/15/2023 12:00:00 AM,Friday,Religion,Muslim (Islam),Hatecrime Happened,Dispute- Disturbance,Carson Grove - Carson Meadows,Sector 32,East,5050062.01,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non Criminal
972,1283,2022,8/15/2022 12:00:00 AM,8/14/2022 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
973,1284,2023,7/3/2023 12:00:00 AM,7/3/2023 12:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Dispute- Disturbance,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 17 - Capital,Shawn Menard,Non Criminal
974,1285,2023,5/11/2023 12:00:00 AM,5/10/2023 12:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
975,1286,2021,5/23/2021 12:00:00 AM,5/23/2021 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
976,1287,2020,2/20/2020 12:00:00 AM,2/20/2020 12:00:00 AM,Thursday,Religion,Muslim (Islam),Hatecrime Suspected,Information ( General),Carson Grove - Carson Meadows,Sector 32,East,5050062.01,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non Criminal
977,1288,2023,10/19/2023 12:00:00 AM,10/19/2023 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Suspected,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
978,1289,2019,11/6/2019 12:00:00 AM,11/6/2019 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050011.01,Ward 18 - Alta Vista,Marty Carr,Criminal
979,1290,2023,8/27/2023 12:00:00 AM,8/26/2023 12:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Hunt Club East - Western Community,Sector 35,East,5050002.02,Ward 16 - River,Riley Brockington,Criminal
980,1291,2022,9/18/2022 12:00:00 AM,9/18/2022 12:00:00 AM,Sunday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
981,1292,2021,8/21/2021 12:00:00 AM,8/21/2021 12:00:00 AM,Saturday,Race/Ethnicity,East and Southeast Asian,Hatecrime Suspected,Assault Level 1,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
982,1293,2022,8/18/2022 12:00:00 AM,8/18/2022 12:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Threats Utter To Person,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
983,1294,2018,5/4/2018 12:00:00 AM,5/4/2018 12:00:00 AM,Friday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
984,1295,2018,5/4/2018 12:00:00 AM,5/4/2018 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
985,1296,2021,3/3/2021 12:00:00 AM,3/3/2021 12:00:00 AM,Wednesday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Public Incitement Of Hatred,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
986,1297,2023,12/23/2023 12:00:00 AM,12/22/2023 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Criminal
987,1298,2023,12/23/2023 12:00:00 AM,12/22/2023 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
988,1299,2020,8/14/2020 12:00:00 AM,8/14/2020 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Assault Level 1,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050007.02,Ward 18 - Alta Vista,Marty Carr,Criminal
989,1300,2018,11/18/2018 12:00:00 AM,11/18/2018 12:00:00 AM,Sunday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Suspected,Mischief To Property,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.05,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
990,1301,2018,10/29/2018 12:00:00 AM,10/29/2018 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Suspected,Mischief To Property,North Gower,Sector 12,West,5050200.02,Ward 21 - Rideau-Jock,David Brown,Criminal
991,1302,2022,10/17/2022 12:00:00 AM,9/17/2022 12:00:00 AM,Saturday,Race/Ethnicity,non,Hatecrime Suspected,Mischief To Property,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
992,1303,2022,10/20/2022 12:00:00 AM,10/5/2022 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
993,1304,2021,8/21/2021 12:00:00 AM,8/19/2021 12:00:00 AM,Thursday,Race/Ethnicity,East and Southeast Asian,Hatecrime Suspected,Robbery Business,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
994,1305,2020,8/27/2020 12:00:00 AM,8/20/2020 12:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Harass Communications,Hunt Club Upper -Blossom Park - Timbermill,Sector 35,East,5050123.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
995,1306,2020,6/13/2020 12:00:00 AM,6/13/2020 12:00:00 AM,Saturday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
996,1307,2023,7/5/2023 12:00:00 AM,7/5/2023 12:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
997,1308,2023,10/25/2023 12:00:00 AM,10/25/2023 12:00:00 AM,Wednesday,Religion,Muslim (Islam),Hatecrime Happened,Information ( General),Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Non Criminal
998,1309,2021,8/11/2021 12:00:00 AM,8/11/2021 12:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Dispute- Disturbance,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
999,1310,2018,6/15/2018 12:00:00 AM,6/15/2018 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Suspected,Assault Aggravated Lvl 3,Greenboro East,Sector 35,East,5050001.06,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1000,1311,2022,7/30/2022 12:00:00 AM,7/30/2022 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Riverside Park,Sector 34,East,5050003.00,Ward 16 - River,Riley Brockington,Criminal
1001,1312,2022,6/11/2022 12:00:00 AM,6/11/2022 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Traffic Complaint -  Vehicle,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050009.00,Ward 18 - Alta Vista,Marty Carr,Non Criminal
1002,1313,2021,8/11/2021 12:00:00 AM,8/10/2021 12:00:00 AM,Tuesday,Religion,Catholic,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1003,1314,2023,2/1/2023 12:00:00 AM,1/31/2023 12:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Assault Level 1,East Industrial,Sector 33,East,5050011.01,Ward 18 - Alta Vista,Marty Carr,Criminal
1004,1315,2022,6/10/2022 12:00:00 AM,6/10/2022 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050011.04,Ward 18 - Alta Vista,Marty Carr,Criminal
1005,1316,2022,2/21/2022 12:00:00 AM,2/21/2022 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Threats Bomb,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050011.04,Ward 18 - Alta Vista,Marty Carr,Criminal
1006,1317,2023,4/2/2023 12:00:00 AM,4/2/2023 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,Rothwell Heights - Beacon Hill North,Sector 32,East,5050120.01,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
1007,1318,2023,1/21/2023 12:00:00 AM,1/21/2023 12:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Assault Level 1,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
1008,1319,2021,7/7/2021 12:00:00 AM,7/6/2021 12:00:00 AM,Tuesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Mischief To Property,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
